"","Date","Depth","Veg_type","avg_daily_temp2"
"292","2022-10-01",-40,"M3t",0
"293","2022-10-01",-40,"W1",-0.3958
"294","2022-10-01",-40,"W2",0
"295","2022-10-01",-15,"A1t",0.25
"296","2022-10-01",-15,"M1",0
"297","2022-10-01",-15,"M3",0.1667
"298","2022-10-01",-15,"M3t",0.25
"299","2022-10-01",-15,"W1",0.125
"300","2022-10-01",-15,"W2",0.1667
"301","2022-10-01",0,"A1t",0.2917
"302","2022-10-01",0,"M1",-0.5
"303","2022-10-01",0,"M3",0.0417
"304","2022-10-01",0,"M3t",-0.25
"305","2022-10-01",0,"W1",-0.1667
"306","2022-10-01",0,"W2",-0.1667
"307","2022-10-02",-40,"A1t",-0.5
"308","2022-10-02",-40,"M1",-0.25
"309","2022-10-02",-40,"M3",-0.25
"310","2022-10-02",-40,"M3t",0
"311","2022-10-02",-40,"W1",-0.3958
"312","2022-10-02",-40,"W2",0
"313","2022-10-02",-15,"A1t",0.1667
"314","2022-10-02",-15,"M1",0
"315","2022-10-02",-15,"M3",0.0417
"316","2022-10-02",-15,"M3t",0.25
"317","2022-10-02",-15,"W1",0.0833
"318","2022-10-02",-15,"W2",0.1667
"319","2022-10-02",0,"A1t",0.25
"320","2022-10-02",0,"M1",-0.9167
"321","2022-10-02",0,"M3",-0.2083
"322","2022-10-02",0,"M3t",-0.25
"323","2022-10-02",0,"W1",-0.25
"324","2022-10-02",0,"W2",-0.3333
"325","2022-10-03",-40,"A1t",-0.5
"326","2022-10-03",-40,"M1",-0.25
"327","2022-10-03",-40,"M3",-0.25
"328","2022-10-03",-40,"M3t",0
"329","2022-10-03",-40,"W1",-0.4375
"330","2022-10-03",-40,"W2",0
"331","2022-10-03",-15,"A1t",0
"332","2022-10-03",-15,"M1",0
"333","2022-10-03",-15,"M3",0
"334","2022-10-03",-15,"M3t",0.25
"335","2022-10-03",-15,"W1",0.0417
"336","2022-10-03",-15,"W2",0.1667
"337","2022-10-03",0,"A1t",0
"338","2022-10-03",0,"M1",-0.9167
"339","2022-10-03",0,"M3",-0.2917
"340","2022-10-03",0,"M3t",-0.25
"341","2022-10-03",0,"W1",-0.25
"342","2022-10-03",0,"W2",-0.3333
"343","2022-10-04",-40,"A1t",-0.5
"344","2022-10-04",-40,"M1",-0.25
"345","2022-10-04",-40,"M3",-0.25
"346","2022-10-04",-40,"M3t",0
"347","2022-10-04",-40,"W1",-0.4375
"348","2022-10-04",-40,"W2",0
"349","2022-10-04",-15,"A1t",0
"350","2022-10-04",-15,"M1",0
"351","2022-10-04",-15,"M3",0
"352","2022-10-04",-15,"M3t",0.25
"353","2022-10-04",-15,"W1",0
"354","2022-10-04",-15,"W2",0.1667
"355","2022-10-04",0,"A1t",0
"356","2022-10-04",0,"M1",-1.0833
"357","2022-10-04",0,"M3",-0.125
"358","2022-10-04",0,"M3t",-0.25
"359","2022-10-04",0,"W1",-0.2292
"360","2022-10-04",0,"W2",-0.5
"361","2022-10-05",-40,"A1t",-0.5
"362","2022-10-05",-40,"M1",-0.25
"363","2022-10-05",-40,"M3",-0.25
"364","2022-10-05",-40,"M3t",0
"365","2022-10-05",-40,"W1",-0.4792
"366","2022-10-05",-40,"W2",0
"367","2022-10-05",-15,"A1t",0
"368","2022-10-05",-15,"M1",0
"369","2022-10-05",-15,"M3",0
"370","2022-10-05",-15,"M3t",0.25
"371","2022-10-05",-15,"W1",0.0208
"372","2022-10-05",-15,"W2",0.1667
"373","2022-10-05",0,"A1t",0
"374","2022-10-05",0,"M1",-0.5
"375","2022-10-05",0,"M3",0
"376","2022-10-05",0,"M3t",-0.25
"377","2022-10-05",0,"W1",-0.125
"378","2022-10-05",0,"W2",-0.5
"379","2022-10-06",-40,"A1t",-0.5
"380","2022-10-06",-40,"M1",-0.25
"381","2022-10-06",-40,"M3",-0.25
"382","2022-10-06",-40,"M3t",0
"383","2022-10-06",-40,"W1",-0.4792
"384","2022-10-06",-40,"W2",0
"385","2022-10-06",-15,"A1t",0
"386","2022-10-06",-15,"M1",0
"387","2022-10-06",-15,"M3",0
"388","2022-10-06",-15,"M3t",0.25
"389","2022-10-06",-15,"W1",0
"390","2022-10-06",-15,"W2",0.1667
"391","2022-10-06",0,"A1t",0
"392","2022-10-06",0,"M1",-0.5
"393","2022-10-06",0,"M3",0
"394","2022-10-06",0,"M3t",-0.25
"395","2022-10-06",0,"W1",-0.125
"396","2022-10-06",0,"W2",-0.5
"397","2022-10-07",-40,"A1t",-0.5
"398","2022-10-07",-40,"M1",-0.25
"399","2022-10-07",-40,"M3",-0.25
"400","2022-10-07",-40,"M3t",0
"401","2022-10-07",-40,"W1",-0.4583
"402","2022-10-07",-40,"W2",0
"403","2022-10-07",-15,"A1t",0
"404","2022-10-07",-15,"M1",0
"405","2022-10-07",-15,"M3",0
"406","2022-10-07",-15,"M3t",0.25
"407","2022-10-07",-15,"W1",0
"408","2022-10-07",-15,"W2",0.1667
"409","2022-10-07",0,"A1t",0
"410","2022-10-07",0,"M1",-0.5
"411","2022-10-07",0,"M3",0.0833
"412","2022-10-07",0,"M3t",-0.25
"413","2022-10-07",0,"W1",-0.1875
"414","2022-10-07",0,"W2",-0.5
"415","2022-10-08",-40,"A1t",-0.5
"416","2022-10-08",-40,"M1",-0.25
"417","2022-10-08",-40,"M3",-0.25
"418","2022-10-08",-40,"M3t",0
"419","2022-10-08",-40,"W1",-0.4792
"420","2022-10-08",-40,"W2",0
"421","2022-10-08",-15,"A1t",0
"422","2022-10-08",-15,"M1",0
"423","2022-10-08",-15,"M3",0
"424","2022-10-08",-15,"M3t",0.25
"425","2022-10-08",-15,"W1",0
"426","2022-10-08",-15,"W2",0.1667
"427","2022-10-08",0,"A1t",0
"428","2022-10-08",0,"M1",-0.75
"429","2022-10-08",0,"M3",-0.0417
"430","2022-10-08",0,"M3t",-0.25
"431","2022-10-08",0,"W1",-0.2083
"432","2022-10-08",0,"W2",-0.5
"433","2022-10-09",-40,"A1t",-0.5
"434","2022-10-09",-40,"M1",-0.25
"435","2022-10-09",-40,"M3",-0.25
"436","2022-10-09",-40,"M3t",0
"437","2022-10-09",-40,"W1",-0.5
"438","2022-10-09",-40,"W2",0
"439","2022-10-09",-15,"A1t",-0.0417
"440","2022-10-09",-15,"M1",0
"441","2022-10-09",-15,"M3",0
"442","2022-10-09",-15,"M3t",0.25
"443","2022-10-09",-15,"W1",0
"444","2022-10-09",-15,"W2",0.1667
"445","2022-10-09",0,"A1t",-0.125
"446","2022-10-09",0,"M1",-0.75
"447","2022-10-09",0,"M3",-0.0417
"448","2022-10-09",0,"M3t",-0.25
"449","2022-10-09",0,"W1",-0.2292
"450","2022-10-09",0,"W2",-0.5
"451","2022-10-10",-40,"A1t",-0.5
"452","2022-10-10",-40,"M1",-0.25
"453","2022-10-10",-40,"M3",-0.25
"454","2022-10-10",-40,"M3t",0
"455","2022-10-10",-40,"W1",-0.4792
"456","2022-10-10",-40,"W2",0
"457","2022-10-10",-15,"A1t",-0.25
"458","2022-10-10",-15,"M1",0
"459","2022-10-10",-15,"M3",0
"460","2022-10-10",-15,"M3t",0.25
"461","2022-10-10",-15,"W1",0
"462","2022-10-10",-15,"W2",0.1667
"463","2022-10-10",0,"A1t",-0.25
"464","2022-10-10",0,"M1",-0.8333
"465","2022-10-10",0,"M3",-0.125
"466","2022-10-10",0,"M3t",-0.25
"467","2022-10-10",0,"W1",-0.2708
"468","2022-10-10",0,"W2",-0.5
"469","2022-10-11",-40,"A1t",-0.5
"470","2022-10-11",-40,"M1",-0.25
"471","2022-10-11",-40,"M3",-0.25
"472","2022-10-11",-40,"M3t",0
"473","2022-10-11",-40,"W1",-0.4792
"474","2022-10-11",-40,"W2",0
"475","2022-10-11",-15,"A1t",-0.25
"476","2022-10-11",-15,"M1",0
"477","2022-10-11",-15,"M3",0
"478","2022-10-11",-15,"M3t",0.25
"479","2022-10-11",-15,"W1",0
"480","2022-10-11",-15,"W2",0.1667
"481","2022-10-11",0,"A1t",-0.2917
"482","2022-10-11",0,"M1",-1.5833
"483","2022-10-11",0,"M3",-0.5417
"484","2022-10-11",0,"M3t",-0.625
"485","2022-10-11",0,"W1",-0.75
"486","2022-10-11",0,"W2",-0.5
"487","2022-10-12",-40,"A1t",-0.5
"488","2022-10-12",-40,"M1",-0.25
"489","2022-10-12",-40,"M3",-0.25
"490","2022-10-12",-40,"M3t",0
"491","2022-10-12",-40,"W1",-0.4792
"492","2022-10-12",-40,"W2",0
"493","2022-10-12",-15,"A1t",-0.25
"494","2022-10-12",-15,"M1",0
"495","2022-10-12",-15,"M3",0
"496","2022-10-12",-15,"M3t",0.25
"497","2022-10-12",-15,"W1",0
"498","2022-10-12",-15,"W2",0.1667
"499","2022-10-12",0,"A1t",-0.3333
"500","2022-10-12",0,"M1",-1.6667
"501","2022-10-12",0,"M3",-0.8333
"502","2022-10-12",0,"M3t",-0.9583
"503","2022-10-12",0,"W1",-1.125
"504","2022-10-12",0,"W2",-0.8056
"505","2022-10-13",-40,"A1t",-0.5
"506","2022-10-13",-40,"M1",-0.25
"507","2022-10-13",-40,"M3",-0.25
"508","2022-10-13",-40,"M3t",0
"509","2022-10-13",-40,"W1",-0.5
"510","2022-10-13",-40,"W2",0
"511","2022-10-13",-15,"A1t",-0.25
"512","2022-10-13",-15,"M1",0
"513","2022-10-13",-15,"M3",0
"514","2022-10-13",-15,"M3t",0.25
"515","2022-10-13",-15,"W1",0
"516","2022-10-13",-15,"W2",0.1667
"517","2022-10-13",0,"A1t",-0.5
"518","2022-10-13",0,"M1",-1.25
"519","2022-10-13",0,"M3",-0.5417
"520","2022-10-13",0,"M3t",-0.7917
"521","2022-10-13",0,"W1",-0.8333
"522","2022-10-13",0,"W2",-0.9444
"523","2022-10-14",-40,"A1t",-0.5
"524","2022-10-14",-40,"M1",-0.25
"525","2022-10-14",-40,"M3",-0.25
"526","2022-10-14",-40,"M3t",0
"527","2022-10-14",-40,"W1",-0.4792
"528","2022-10-14",-40,"W2",0
"529","2022-10-14",-15,"A1t",-0.25
"530","2022-10-14",-15,"M1",0
"531","2022-10-14",-15,"M3",0
"532","2022-10-14",-15,"M3t",0.25
"533","2022-10-14",-15,"W1",0
"534","2022-10-14",-15,"W2",0.1389
"535","2022-10-14",0,"A1t",-0.5
"536","2022-10-14",0,"M1",-1.0833
"537","2022-10-14",0,"M3",-0.4583
"538","2022-10-14",0,"M3t",-0.75
"539","2022-10-14",0,"W1",-0.6667
"540","2022-10-14",0,"W2",-0.8333
"541","2022-10-15",-40,"A1t",-0.5
"542","2022-10-15",-40,"M1",-0.25
"543","2022-10-15",-40,"M3",-0.25
"544","2022-10-15",-40,"M3t",0
"545","2022-10-15",-40,"W1",-0.4792
"546","2022-10-15",-40,"W2",0
"547","2022-10-15",-15,"A1t",-0.25
"548","2022-10-15",-15,"M1",0
"549","2022-10-15",-15,"M3",0
"550","2022-10-15",-15,"M3t",0.25
"551","2022-10-15",-15,"W1",0
"552","2022-10-15",-15,"W2",0.1667
"553","2022-10-15",0,"A1t",-0.5
"554","2022-10-15",0,"M1",-1.8333
"555","2022-10-15",0,"M3",-0.75
"556","2022-10-15",0,"M3t",-0.9167
"557","2022-10-15",0,"W1",-0.9375
"558","2022-10-15",0,"W2",-1.1944
"559","2022-10-16",-40,"A1t",-0.5
"560","2022-10-16",-40,"M1",-0.25
"561","2022-10-16",-40,"M3",-0.25
"562","2022-10-16",-40,"M3t",0
"563","2022-10-16",-40,"W1",-0.5
"564","2022-10-16",-40,"W2",0
"565","2022-10-16",-15,"A1t",-0.25
"566","2022-10-16",-15,"M1",0
"567","2022-10-16",-15,"M3",0
"568","2022-10-16",-15,"M3t",0.25
"569","2022-10-16",-15,"W1",0
"570","2022-10-16",-15,"W2",0.1667
"571","2022-10-16",0,"A1t",-0.5
"572","2022-10-16",0,"M1",-1.5
"573","2022-10-16",0,"M3",-0.75
"574","2022-10-16",0,"M3t",-0.8333
"575","2022-10-16",0,"W1",-0.875
"576","2022-10-16",0,"W2",-1.1944
"577","2022-10-17",-40,"A1t",-0.5
"578","2022-10-17",-40,"M1",-0.25
"579","2022-10-17",-40,"M3",-0.25
"580","2022-10-17",-40,"M3t",0
"581","2022-10-17",-40,"W1",-0.5
"582","2022-10-17",-40,"W2",0
"583","2022-10-17",-15,"A1t",-0.25
"584","2022-10-17",-15,"M1",0
"585","2022-10-17",-15,"M3",0
"586","2022-10-17",-15,"M3t",0.25
"587","2022-10-17",-15,"W1",0
"588","2022-10-17",-15,"W2",0.1667
"589","2022-10-17",0,"A1t",-0.5
"590","2022-10-17",0,"M1",-1.25
"591","2022-10-17",0,"M3",-0.4167
"592","2022-10-17",0,"M3t",-0.75
"593","2022-10-17",0,"W1",-0.625
"594","2022-10-17",0,"W2",-0.9722
"595","2022-10-18",-40,"A1t",-0.5
"596","2022-10-18",-40,"M1",-0.25
"597","2022-10-18",-40,"M3",-0.25
"598","2022-10-18",-40,"M3t",0
"599","2022-10-18",-40,"W1",-0.5
"600","2022-10-18",-40,"W2",0
"601","2022-10-18",-15,"A1t",-0.25
"602","2022-10-18",-15,"M1",0
"603","2022-10-18",-15,"M3",0
"604","2022-10-18",-15,"M3t",0.25
"605","2022-10-18",-15,"W1",0
"606","2022-10-18",-15,"W2",0.1667
"607","2022-10-18",0,"A1t",-0.5
"608","2022-10-18",0,"M1",-1
"609","2022-10-18",0,"M3",-0.25
"610","2022-10-18",0,"M3t",-0.625
"611","2022-10-18",0,"W1",-0.5
"612","2022-10-18",0,"W2",-0.7778
"613","2022-10-19",-40,"A1t",-0.5
"614","2022-10-19",-40,"M1",-0.25
"615","2022-10-19",-40,"M3",-0.25
"616","2022-10-19",-40,"M3t",0
"617","2022-10-19",-40,"W1",-0.4792
"618","2022-10-19",-40,"W2",0
"619","2022-10-19",-15,"A1t",-0.25
"620","2022-10-19",-15,"M1",0
"621","2022-10-19",-15,"M3",0
"622","2022-10-19",-15,"M3t",0.25
"623","2022-10-19",-15,"W1",0
"624","2022-10-19",-15,"W2",0.1667
"625","2022-10-19",0,"A1t",-0.5
"626","2022-10-19",0,"M1",-1
"627","2022-10-19",0,"M3",-0.25
"628","2022-10-19",0,"M3t",-0.6667
"629","2022-10-19",0,"W1",-0.4792
"630","2022-10-19",0,"W2",-0.7778
"631","2022-10-20",-40,"A1t",-0.5
"632","2022-10-20",-40,"M1",-0.25
"633","2022-10-20",-40,"M3",-0.25
"634","2022-10-20",-40,"M3t",0
"635","2022-10-20",-40,"W1",-0.5
"636","2022-10-20",-40,"W2",0
"637","2022-10-20",-15,"A1t",-0.25
"638","2022-10-20",-15,"M1",0
"639","2022-10-20",-15,"M3",0
"640","2022-10-20",-15,"M3t",0.25
"641","2022-10-20",-15,"W1",0
"642","2022-10-20",-15,"W2",0.1667
"643","2022-10-20",0,"A1t",-0.5
"644","2022-10-20",0,"M1",-1.0833
"645","2022-10-20",0,"M3",-0.375
"646","2022-10-20",0,"M3t",-0.75
"647","2022-10-20",0,"W1",-0.5625
"648","2022-10-20",0,"W2",-0.8056
"649","2022-10-21",-40,"A1t",-0.5
"650","2022-10-21",-40,"M1",-0.25
"651","2022-10-21",-40,"M3",-0.25
"652","2022-10-21",-40,"M3t",0
"653","2022-10-21",-40,"W1",-0.5
"654","2022-10-21",-40,"W2",0
"655","2022-10-21",-15,"A1t",-0.25
"656","2022-10-21",-15,"M1",0
