"","Date","iBtn_ID","Plot_ID","Veg_type","Plot_type","Depth","Transect.x","Moist_grad","avg_daily_temp"
"29","2021-07-31","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",4.7503
"30","2021-07-31","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",3.2293
"31","2021-07-31","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",13.2328
"32","2021-07-31","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",13.567
"33","2021-07-31","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",8.6572
"34","2021-07-31","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",13.4827
"35","2021-07-31","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",5.7283
"36","2021-07-31","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",4.047
"37","2021-07-31","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",3.583
"38","2021-07-31","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",5.786
"39","2021-07-31","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",4.824
"40","2021-07-31","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",3.583
"41","2021-07-31","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",13.7342
"42","2021-07-31","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",6.2965
"43","2021-07-31","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",12.2503
"44","2021-07-31","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",3.053
"45","2021-07-31","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",5.075
"46","2021-07-31","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",4.4637
"47","2021-07-31","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",13.1133
"48","2021-07-31","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",7.689
"49","2021-07-31","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",6.8983
"50","2021-07-31","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",5.0203
"51","2021-07-31","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",14.3167
"52","2021-07-31","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",10.8813
"53","2021-07-31","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",5.062
"54","2021-07-31","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",13.068
"55","2021-07-31","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",3.2565
"56","2021-07-31","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",14.3383
"57","2021-07-31","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",13.7537
"58","2021-07-31","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",4.2343
"59","2021-07-31","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",7.5123
"60","2021-07-31","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",12.7795
"61","2021-07-31","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",12.3135
"62","2021-07-31","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",4.538
"63","2021-07-31","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",4.839
"64","2021-07-31","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",13.3573
"65","2021-07-31","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",12.4288
"66","2021-07-31","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",8.3205
"67","2021-08-01","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",7.084
"68","2021-08-01","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",7.4167
"69","2021-08-01","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",9.056
"70","2021-08-01","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",10.619
"71","2021-08-01","L08","21A-35","L3","Aquatic",0,"T6","aquatic",10.8445
"72","2021-08-01","L09","21A-27","L3","Aquatic",0,"T6","aquatic",10.1607
"73","2021-08-01","L10","21A-24","L3","Aquatic",0,"T6","aquatic",11.8815
"74","2021-08-01","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",8.11
"75","2021-08-01","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",8.559
"76","2021-08-01","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",7.417
"77","2021-08-01","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",9.828
"78","2021-08-01","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",9.7753
"79","2021-08-01","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",9.9097
"80","2021-08-01","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",11.6307
"81","2021-08-01","L18","21A-19","L3","Aquatic",0,"JS","aquatic",9.5445
"82","2021-08-01","L19","21A-16","L3","Aquatic",0,"JS","aquatic",10.113
"83","2021-08-01","L20","21A-14","L3","Aquatic",0,"JS","aquatic",12.3202
"84","2021-08-01","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",4.1547
"85","2021-08-01","T04","21-25","L2","Terrestrial",0,"T7","aquatic",14.6585
"86","2021-08-01","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",5.531
"87","2021-08-01","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",15.7862
"88","2021-08-01","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",15.8238
"89","2021-08-01","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",5.027
"90","2021-08-01","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",13.3688
"91","2021-08-01","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",5.6757
"92","2021-08-01","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",13.4483
"93","2021-08-01","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",13.8977
"94","2021-08-01","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",15.7733
"95","2021-08-01","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",5.085
"96","2021-08-01","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",3.564
"97","2021-08-01","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",13.4008
"98","2021-08-01","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",14.2355
"99","2021-08-01","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",9.159
"100","2021-08-01","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",14.8193
"101","2021-08-01","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",6.063
"102","2021-08-01","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",4.047
"103","2021-08-01","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",4.085
"104","2021-08-01","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",6.0365
"105","2021-08-01","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",5.075
"106","2021-08-01","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",3.583
"107","2021-08-01","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",14.4867
"108","2021-08-01","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",6.7145
"109","2021-08-01","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",12.669
"110","2021-08-01","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",3.4713
"111","2021-08-01","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",5.2423
"112","2021-08-01","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",4.631
"113","2021-08-01","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",13.8658
"114","2021-08-01","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",8.023
"115","2021-08-01","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",7.065
"116","2021-08-01","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",5.6897
"117","2021-08-01","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",16.1543
"118","2021-08-01","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",11.3837
"119","2021-08-01","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",5.563
"120","2021-08-01","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",13.82
"121","2021-08-01","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",3.4235
"122","2021-08-01","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",15.4257
"123","2021-08-01","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",14.6728
"124","2021-08-01","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",4.569
"125","2021-08-01","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",8.2653
"126","2021-08-01","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",13.866
"127","2021-08-01","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",13.6515
"128","2021-08-01","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",4.538
"129","2021-08-01","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",5.09
"130","2021-08-01","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",14.6943
"131","2021-08-01","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",13.517
"132","2021-08-01","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",8.9885
"133","2021-08-02","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",7.084
"134","2021-08-02","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",7.584
"135","2021-08-02","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",9.1395
"136","2021-08-02","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",10.7863
"137","2021-08-02","L08","21A-35","L3","Aquatic",0,"T6","aquatic",11.2623
"138","2021-08-02","L09","21A-27","L3","Aquatic",0,"T6","aquatic",10.1607
"139","2021-08-02","L10","21A-24","L3","Aquatic",0,"T6","aquatic",12.0485
"140","2021-08-02","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",8.612
"141","2021-08-02","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",8.559
"142","2021-08-02","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",7.584
"143","2021-08-02","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",9.9117
"144","2021-08-02","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",10.11
"145","2021-08-02","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",10.077
"146","2021-08-02","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",11.9653
"147","2021-08-02","L18","21A-19","L3","Aquatic",0,"JS","aquatic",9.7115
"148","2021-08-02","L19","21A-16","L3","Aquatic",0,"JS","aquatic",10.0293
"149","2021-08-02","L20","21A-14","L3","Aquatic",0,"JS","aquatic",12.2367
"150","2021-08-02","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",4.2383
"151","2021-08-02","T04","21-25","L2","Terrestrial",0,"T7","aquatic",12.2393
"152","2021-08-02","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",5.531
"153","2021-08-02","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",11.6173
"154","2021-08-02","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",11.2272
"155","2021-08-02","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",5.027
"156","2021-08-02","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",10.695
"157","2021-08-02","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",5.4247
"158","2021-08-02","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",11.1918
"159","2021-08-02","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",11.1435
"160","2021-08-02","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",10.7675
"161","2021-08-02","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",5.085
"162","2021-08-02","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",3.564
"163","2021-08-02","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",11.0598
"164","2021-08-02","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",12.1475
"165","2021-08-02","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",8.6575
"166","2021-08-02","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",10.8943
"167","2021-08-02","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",5.9793
"168","2021-08-02","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",4.55
"169","2021-08-02","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",4.085
"170","2021-08-02","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",5.953
"171","2021-08-02","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",5.1587
"172","2021-08-02","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",4.0013
"173","2021-08-02","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",12.3142
"174","2021-08-02","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",6.5472
"175","2021-08-02","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",10.5803
"176","2021-08-02","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",3.555
"177","2021-08-02","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",5.577
"178","2021-08-02","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",4.7147
"179","2021-08-02","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",11.526
"180","2021-08-02","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",7.856
"181","2021-08-02","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",7.3155
"182","2021-08-02","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",5.857
"183","2021-08-02","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",11.3115
"184","2021-08-02","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",10.1283
"185","2021-08-02","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",5.73
"186","2021-08-02","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",11.566
"187","2021-08-02","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",3.507
"188","2021-08-02","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",12.001
"189","2021-08-02","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",11.332
"190","2021-08-02","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",4.2343
"191","2021-08-02","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",7.596
"192","2021-08-02","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",11.1083
"193","2021-08-02","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",10.8928
"194","2021-08-02","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",4.538
"195","2021-08-02","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",5.09
"196","2021-08-02","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",11.6878
"197","2021-08-02","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",10.0873
"198","2021-08-02","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",8.3205
"199","2021-08-03","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",6.8335
"200","2021-08-03","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",7.0823
"201","2021-08-03","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",8.4708
"202","2021-08-03","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",9.114
"203","2021-08-03","L08","21A-35","L3","Aquatic",0,"T6","aquatic",9.925
"204","2021-08-03","L09","21A-27","L3","Aquatic",0,"T6","aquatic",9.4077
"205","2021-08-03","L10","21A-24","L3","Aquatic",0,"T6","aquatic",10.4627
"206","2021-08-03","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",7.9427
"207","2021-08-03","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",8.058
"208","2021-08-03","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",7.1663
"209","2021-08-03","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",8.7408
"210","2021-08-03","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",9.106
"211","2021-08-03","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",8.9893
"212","2021-08-03","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",10.4607
"213","2021-08-03","L18","21A-19","L3","Aquatic",0,"JS","aquatic",9.2105
"214","2021-08-03","L19","21A-16","L3","Aquatic",0,"JS","aquatic",9.0253
"215","2021-08-03","L20","21A-14","L3","Aquatic",0,"JS","aquatic",10.3165
"216","2021-08-03","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",3.82
"217","2021-08-03","T04","21-25","L2","Terrestrial",0,"T7","aquatic",10.4032
"218","2021-08-03","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",4.8608
"219","2021-08-03","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",9.8662
"220","2021-08-03","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",9.4695
"221","2021-08-03","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",4.525
"222","2021-08-03","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",8.6037
"223","2021-08-03","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",4.7547
"224","2021-08-03","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",8.3488
"225","2021-08-03","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",9.056
"226","2021-08-03","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",9.2647
"227","2021-08-03","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",4.834
"228","2021-08-03","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",3.2293
"229","2021-08-03","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",8.9677
"230","2021-08-03","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",9.7242
"231","2021-08-03","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",7.3193
"232","2021-08-03","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",8.9715
"233","2021-08-03","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",5.31
"234","2021-08-03","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",4.2147
"235","2021-08-03","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",3.6665
"236","2021-08-03","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",5.285
"237","2021-08-03","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",4.9077
"238","2021-08-03","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",3.4153
"239","2021-08-03","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",9.0537
"240","2021-08-03","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",5.3767
"241","2021-08-03","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",8.3227
"242","2021-08-03","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",3.555
"243","2021-08-03","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",4.9077
"244","2021-08-03","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",4.2127
"245","2021-08-03","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",8.7668
"246","2021-08-03","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",6.9363
"247","2021-08-03","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",6.4812
"248","2021-08-03","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",5.1877
"249","2021-08-03","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",9.221
"250","2021-08-03","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",8.6208
"251","2021-08-03","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",4.9785
"252","2021-08-03","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",10.3128
"253","2021-08-03","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",3.173
"254","2021-08-03","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",10.4112
"255","2021-08-03","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",8.7408
"256","2021-08-03","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",3.7317
"257","2021-08-03","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",6.1733
"258","2021-08-03","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",9.937
"259","2021-08-03","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",8.9682
"260","2021-08-03","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",4.4545
"261","2021-08-03","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",4.7553
"262","2021-08-03","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",10.0157
"263","2021-08-03","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",8.7463
"264","2021-08-03","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",6.8175
"265","2021-08-04","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",5.914
"266","2021-08-04","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",6.33
"267","2021-08-04","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",7.7183
"268","2021-08-04","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",8.1937
"269","2021-08-04","L08","21A-35","L3","Aquatic",0,"T6","aquatic",9.1728
"270","2021-08-04","L09","21A-27","L3","Aquatic",0,"T6","aquatic",8.7383
"271","2021-08-04","L10","21A-24","L3","Aquatic",0,"T6","aquatic",9.5445
"272","2021-08-04","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",7.2733
"273","2021-08-04","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",7.306
"274","2021-08-04","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",6.414
"275","2021-08-04","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",7.821
"276","2021-08-04","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",8.353
"277","2021-08-04","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",8.2363
"278","2021-08-04","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",9.6245
"279","2021-08-04","L18","21A-19","L3","Aquatic",0,"JS","aquatic",8.459
"280","2021-08-04","L19","21A-16","L3","Aquatic",0,"JS","aquatic",8.0213
"281","2021-08-04","L20","21A-14","L3","Aquatic",0,"JS","aquatic",9.732
"282","2021-08-04","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",3.4017
"283","2021-08-04","T04","21-25","L2","Terrestrial",0,"T7","aquatic",10.5698
"284","2021-08-04","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",4.6097
"285","2021-08-04","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",10.3663
"286","2021-08-04","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",9.888
"287","2021-08-04","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",4.023
"288","2021-08-04","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",8.9382
"289","2021-08-04","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",4.2523
"290","2021-08-04","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",8.5995
"291","2021-08-04","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",9.6403
"292","2021-08-04","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",10.0157
"293","2021-08-04","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",4.2483
"294","2021-08-04","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",2.8947
"295","2021-08-04","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",9.8878
"296","2021-08-04","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",9.9748
"297","2021-08-04","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",7.1522
"298","2021-08-04","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",9.3893
"299","2021-08-04","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",4.7243
"300","2021-08-04","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",3.7117
"301","2021-08-04","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",3.2477
"302","2021-08-04","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",4.7833
"303","2021-08-04","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",4.4057
"304","2021-08-04","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",3.08
"305","2021-08-04","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",9.388
"306","2021-08-04","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",5.1257
"307","2021-08-04","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",8.7407
"308","2021-08-04","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",3.053
"309","2021-08-04","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",4.4057
"310","2021-08-04","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",3.7943
"311","2021-08-04","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",9.1012
"312","2021-08-04","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",6.1833
"313","2021-08-04","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",5.73
"314","2021-08-04","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",4.7693
"315","2021-08-04","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",9.7225
