"","Date","Depth","Veg_type","avg_daily_temp"
"91","2021-08-02",0,"L3",10.9082
"92","2021-08-02",0,"M1",10.9944
"93","2021-08-02",0,"M3",10.7518
"94","2021-08-02",0,"M3t",11.28
"95","2021-08-02",0,"W1",11.4382
"96","2021-08-02",0,"W2",12.3142
"97","2021-08-03",-40,"W2",3.555
"98","2021-08-03",-26,"M1",4.525
"99","2021-08-03",-26,"W1",4.4545
"100","2021-08-03",-25,"W1",3.4153
"101","2021-08-03",-25,"W2",4.9077
"102","2021-08-03",-24,"W1",4.7553
"103","2021-08-03",-23,"M1",3.82
"104","2021-08-03",-23,"M3",3.2293
"105","2021-08-03",-23,"W1",5.1877
"106","2021-08-03",-21,"W2",4.9077
"107","2021-08-03",-20,"L2",6.7088
"108","2021-08-03",-20,"M1",3.6665
"109","2021-08-03",-20,"M3",4.8608
"110","2021-08-03",-20,"M3t",3.6928
"111","2021-08-03",-20,"W1",4.834
"112","2021-08-03",-19,"M1",5.2975
"113","2021-08-03",-19,"W1",4.9785
"114","2021-08-03",-19,"W2",4.2147
"115","2021-08-03",-17,"M3t",6.1733
"116","2021-08-03",-14,"M3t",4.7547
"117","2021-08-03",-12,"M3",3.7317
"118","2021-08-03",-11,"W1",5.3767
"119","2021-08-03",-10,"M1",7.0684
"120","2021-08-03",0,"A3t",7.9251
"121","2021-08-03",0,"A4t",9.5213
"122","2021-08-03",0,"L2",10.4032
"123","2021-08-03",0,"L3",9.7246
"124","2021-08-03",0,"M1",9.1788
"125","2021-08-03",0,"M3",9.217
"126","2021-08-03",0,"M3t",9.2729
"127","2021-08-03",0,"W1",9.2236
"128","2021-08-03",0,"W2",9.0537
"129","2021-08-04",-40,"W2",3.053
"130","2021-08-04",-26,"M1",4.023
"131","2021-08-04",-26,"W1",4.037
"132","2021-08-04",-25,"W1",3.08
"133","2021-08-04",-25,"W2",4.4057
"134","2021-08-04",-24,"W1",4.0023
"135","2021-08-04",-23,"M1",3.4017
"136","2021-08-04",-23,"M3",2.8947
"137","2021-08-04",-23,"W1",4.7693
"138","2021-08-04",-21,"W2",4.4057
"139","2021-08-04",-20,"L2",5.9567
"140","2021-08-04",-20,"M1",3.2477
"141","2021-08-04",-20,"M3",4.6097
"142","2021-08-04",-20,"M3t",3.2752
"143","2021-08-04",-20,"W1",4.2483
"144","2021-08-04",-19,"M1",4.7538
"145","2021-08-04",-19,"W1",4.728
"146","2021-08-04",-19,"W2",3.7117
"147","2021-08-04",-17,"M3t",5.9222
"148","2021-08-04",-14,"M3t",4.2523
"149","2021-08-04",-12,"M3",3.313
"150","2021-08-04",-11,"W1",5.1257
"151","2021-08-04",-10,"M1",6.8596
"152","2021-08-04",0,"A3t",7.1412
"153","2021-08-04",0,"A4t",8.6848
"154","2021-08-04",0,"L2",10.5698
"155","2021-08-04",0,"L3",8.9447
"156","2021-08-04",0,"M1",9.6323
"157","2021-08-04",0,"M3",9.8026
"158","2021-08-04",0,"M3t",9.6699
"159","2021-08-04",0,"W1",9.5576
"160","2021-08-04",0,"W2",9.388
"161","2021-08-05",-40,"W2",3.053
"162","2021-08-05",-26,"M1",3.9392
"163","2021-08-05",-26,"W1",4.037
"164","2021-08-05",-25,"W1",3.08
"165","2021-08-05",-25,"W2",4.322
"166","2021-08-05",-24,"W1",3.9187
"167","2021-08-05",-23,"M1",3.4017
"168","2021-08-05",-23,"M3",2.8947
"169","2021-08-05",-23,"W1",4.7693
"170","2021-08-05",-21,"W2",4.4893
"171","2021-08-05",-20,"L2",5.8314
"172","2021-08-05",-20,"M1",3.2477
"173","2021-08-05",-20,"M3",4.6095
"174","2021-08-05",-20,"M3t",3.2752
"175","2021-08-05",-20,"W1",4.081
"176","2021-08-05",-19,"M1",4.6702
"177","2021-08-05",-19,"W1",4.8115
"178","2021-08-05",-19,"W2",3.544
"179","2021-08-05",-17,"M3t",5.922
"180","2021-08-05",-14,"M3t",4.085
"181","2021-08-05",-12,"M3",3.2293
"182","2021-08-05",-11,"W1",4.9583
"183","2021-08-05",-10,"M1",6.3999
"184","2021-08-05",0,"A3t",6.974
"185","2021-08-05",0,"A4t",8.5176
"186","2021-08-05",0,"L2",7.733
"187","2021-08-05",0,"L3",8.8611
"188","2021-08-05",0,"M1",6.7902
"189","2021-08-05",0,"M3",6.7903
"190","2021-08-05",0,"M3t",7.0362
"191","2021-08-05",0,"W1",7.1069
"192","2021-08-05",0,"W2",7.4647
"193","2021-08-06",-40,"W2",2.7183
"194","2021-08-06",-26,"M1",3.1853
"195","2021-08-06",-26,"W1",3.3687
"196","2021-08-06",-25,"W1",2.6608
"197","2021-08-06",-25,"W2",3.6527
"198","2021-08-06",-24,"W1",3.082
"199","2021-08-06",-23,"M1",2.5648
"200","2021-08-06",-23,"M3",2.2253
"201","2021-08-06",-23,"W1",3.7653
"202","2021-08-06",-21,"W2",3.6527
"203","2021-08-06",-20,"L2",4.5774
"204","2021-08-06",-20,"M1",2.3265
"205","2021-08-06",-20,"M3",3.4362
"206","2021-08-06",-20,"M3t",2.3558
"207","2021-08-06",-20,"W1",3.4108
"208","2021-08-06",-19,"M1",3.541
"209","2021-08-06",-19,"W1",3.6425
"210","2021-08-06",-19,"W2",3.0402
"211","2021-08-06",-17,"M3t",4.248
"212","2021-08-06",-14,"M3t",2.9128
"213","2021-08-06",-12,"M3",2.309
"214","2021-08-06",-11,"W1",3.536
"215","2021-08-06",-10,"M1",4.5193
"216","2021-08-06",0,"A3t",6.0123
"217","2021-08-06",0,"A4t",6.7882
"218","2021-08-06",0,"L2",6.23
"219","2021-08-06",0,"L3",6.8409
"220","2021-08-06",0,"M1",5.6777
"221","2021-08-06",0,"M3",6.1191
"222","2021-08-06",0,"M3t",6.0518
"223","2021-08-06",0,"W1",5.2248
"224","2021-08-06",0,"W2",4.6188
"225","2021-08-07",-40,"W2",2.3837
"226","2021-08-07",-26,"M1",2.7665
"227","2021-08-07",-26,"W1",3.034
"228","2021-08-07",-25,"W1",2.3255
"229","2021-08-07",-25,"W2",3.067
"230","2021-08-07",-24,"W1",2.58
"231","2021-08-07",-23,"M1",2.3973
"232","2021-08-07",-23,"M3",2.058
"233","2021-08-07",-23,"W1",3.4307
"234","2021-08-07",-21,"W2",3.1507
"235","2021-08-07",-20,"L2",4.0761
"236","2021-08-07",-20,"M1",2.075
"237","2021-08-07",-20,"M3",3.017
"238","2021-08-07",-20,"M3t",2.2304
"239","2021-08-07",-20,"W1",3.076
"240","2021-08-07",-19,"M1",3.4157
"241","2021-08-07",-19,"W1",3.4755
"242","2021-08-07",-19,"W2",2.537
"243","2021-08-07",-17,"M3t",4.5828
"244","2021-08-07",-14,"M3t",2.829
"245","2021-08-07",-12,"M3",2.2253
"246","2021-08-07",-11,"W1",3.787
"247","2021-08-07",-10,"M1",4.6864
"248","2021-08-07",0,"A3t",5.2807
"249","2021-08-07",0,"A4t",6.3698
"250","2021-08-07",0,"L2",7.5658
"251","2021-08-07",0,"L3",6.6875
"252","2021-08-07",0,"M1",6.6696
"253","2021-08-07",0,"M3",6.6776
"254","2021-08-07",0,"M3t",6.8258
"255","2021-08-07",0,"W1",6.7571
"256","2021-08-07",0,"W2",6.0418
"257","2021-08-08",-40,"W2",2.1327
"258","2021-08-08",-26,"M1",2.7665
"259","2021-08-08",-26,"W1",3.034
"260","2021-08-08",-25,"W1",2.4932
"261","2021-08-08",-25,"W2",3.067
"262","2021-08-08",-24,"W1",2.58
"263","2021-08-08",-23,"M1",2.3973
"264","2021-08-08",-23,"M3",2.2253
"265","2021-08-08",-23,"W1",3.347
"266","2021-08-08",-21,"W2",3.2343
"267","2021-08-08",-20,"L2",4.076
"268","2021-08-08",-20,"M1",2.2427
"269","2021-08-08",-20,"M3",3.1847
"270","2021-08-08",-20,"M3t",2.314
"271","2021-08-08",-20,"W1",3.076
"272","2021-08-08",-19,"M1",3.4992
"273","2021-08-08",-19,"W1",3.726
"274","2021-08-08",-19,"W2",2.537
"275","2021-08-08",-17,"M3t",4.332
"276","2021-08-08",-14,"M3t",2.8292
"277","2021-08-08",-12,"M3",2.1417
"278","2021-08-08",-11,"W1",3.7033
"279","2021-08-08",-10,"M1",4.4772
"280","2021-08-08",0,"A3t",5.1971
"281","2021-08-08",0,"A4t",6.3697
"282","2021-08-08",0,"L2",5.4795
"283","2021-08-08",0,"L3",6.7433
"284","2021-08-08",0,"M1",4.7824
"285","2021-08-08",0,"M3",4.6686
"286","2021-08-08",0,"M3t",4.9231
"287","2021-08-08",0,"W1",5.1281
"288","2021-08-08",0,"W2",5.289
"289","2021-08-09",-40,"W2",2.049
"290","2021-08-09",-26,"M1",2.515
"291","2021-08-09",-26,"W1",2.6157
"292","2021-08-09",-25,"W1",2.074
"293","2021-08-09",-25,"W2",2.9833
"294","2021-08-09",-24,"W1",2.329
"295","2021-08-09",-23,"M1",2.062
"296","2021-08-09",-23,"M3",1.8065
"297","2021-08-09",-23,"W1",2.9287
"298","2021-08-09",-21,"W2",2.8997
"299","2021-08-09",-20,"L2",3.4909
"300","2021-08-09",-20,"M1",1.9077
"301","2021-08-09",-20,"M3",2.6823
"302","2021-08-09",-20,"M3t",1.8962
"303","2021-08-09",-20,"W1",2.6568
"304","2021-08-09",-19,"M1",2.9971
"305","2021-08-09",-19,"W1",3.1415
"306","2021-08-09",-19,"W2",2.3693
"307","2021-08-09",-17,"M3t",3.8295
"308","2021-08-09",-14,"M3t",2.3265
"309","2021-08-09",-12,"M3",1.8065
"310","2021-08-09",-11,"W1",3.285
"311","2021-08-09",-10,"M1",3.8502
"312","2021-08-09",0,"A3t",4.8415
"313","2021-08-09",0,"A4t",5.7001
"314","2021-08-09",0,"L2",5.8963
"315","2021-08-09",0,"L3",5.9351
"316","2021-08-09",0,"M1",5.3794
"317","2021-08-09",0,"M3",5.2546
"318","2021-08-09",0,"M3t",5.6967
"319","2021-08-09",0,"W1",5.295
"320","2021-08-09",0,"W2",5.2888
"321","2021-08-10",-40,"W2",2.049
"322","2021-08-10",-26,"M1",2.3477
"323","2021-08-10",-26,"W1",2.532
"324","2021-08-10",-25,"W1",2.074
"325","2021-08-10",-25,"W2",2.6487
"326","2021-08-10",-24,"W1",2.078
"327","2021-08-10",-23,"M1",2.062
"328","2021-08-10",-23,"M3",1.8065
"329","2021-08-10",-23,"W1",2.845
"330","2021-08-10",-21,"W2",2.7323
"331","2021-08-10",-20,"L2",3.4074
"332","2021-08-10",-20,"M1",1.7403
"333","2021-08-10",-20,"M3",2.6823
"334","2021-08-10",-20,"M3t",1.8962
"335","2021-08-10",-20,"W1",2.573
"336","2021-08-10",-19,"M1",2.9552
"337","2021-08-10",-19,"W1",3.058
"338","2021-08-10",-19,"W2",2.034
"339","2021-08-10",-17,"M3t",3.662
"340","2021-08-10",-14,"M3t",2.2427
"341","2021-08-10",-12,"M3",1.7227
"342","2021-08-10",-11,"W1",3.1177
"343","2021-08-10",-10,"M1",3.7248
"344","2021-08-10",0,"A3t",4.4965
"345","2021-08-10",0,"A4t",5.477
"346","2021-08-10",0,"L2",5.062
"347","2021-08-10",0,"L3",5.7959
"348","2021-08-10",0,"M1",4.4235
"349","2021-08-10",0,"M3",4.2217
"350","2021-08-10",0,"M3t",4.7555
"351","2021-08-10",0,"W1",4.6679
"352","2021-08-10",0,"W2",4.7868
"353","2021-08-11",-40,"W2",1.9653
"354","2021-08-11",-26,"M1",2.1803
"355","2021-08-11",-26,"W1",2.532
"356","2021-08-11",-25,"W1",1.8225
"357","2021-08-11",-25,"W2",2.565
"358","2021-08-11",-24,"W1",2.078
"359","2021-08-11",-23,"M1",1.8947
"360","2021-08-11",-23,"M3",1.555
"361","2021-08-11",-23,"W1",2.6777
"362","2021-08-11",-21,"W2",2.565
"363","2021-08-11",-20,"L2",3.0312
"364","2021-08-11",-20,"M1",1.573
"365","2021-08-11",-20,"M3",2.515
"366","2021-08-11",-20,"M3t",1.6873
"367","2021-08-11",-20,"W1",2.4057
"368","2021-08-11",-19,"M1",2.6206
"369","2021-08-11",-19,"W1",2.724
"370","2021-08-11",-19,"W2",2.034
"371","2021-08-11",-17,"M3t",3.2433
"372","2021-08-11",-14,"M3t",1.9913
"373","2021-08-11",-12,"M3",1.555
"374","2021-08-11",-11,"W1",2.783
"375","2021-08-11",-10,"M1",3.3903
"376","2021-08-11",0,"A3t",4.2872
"377","2021-08-11",0,"A4t",5.1699
"378","2021-08-11",0,"L2",4.728
"379","2021-08-11",0,"L3",5.4334
"380","2021-08-11",0,"M1",4.1726
"381","2021-08-11",0,"M3",4.1378
"382","2021-08-11",0,"M3t",4.4208
"383","2021-08-11",0,"W1",4.5845
"384","2021-08-11",0,"W2",4.954
"385","2021-08-12",-40,"W2",1.547
"386","2021-08-12",-26,"M1",2.013
"387","2021-08-12",-26,"W1",2.365
"388","2021-08-12",-25,"W1",1.571
"389","2021-08-12",-25,"W2",2.565
"390","2021-08-12",-24,"W1",1.9103
"391","2021-08-12",-23,"M1",1.811
"392","2021-08-12",-23,"M3",1.555
"393","2021-08-12",-23,"W1",2.594
"394","2021-08-12",-21,"W2",2.3973
"395","2021-08-12",-20,"L2",2.9477
"396","2021-08-12",-20,"M1",1.573
"397","2021-08-12",-20,"M3",2.4312
"398","2021-08-12",-20,"M3t",1.6036
"399","2021-08-12",-20,"W1",2.322
"400","2021-08-12",-19,"M1",2.537
"401","2021-08-12",-19,"W1",2.724
"402","2021-08-12",-19,"W2",2.034
"403","2021-08-12",-17,"M3t",3.0757
"404","2021-08-12",-14,"M3t",1.824
"405","2021-08-12",-12,"M3",1.4713
"406","2021-08-12",-11,"W1",2.7828
"407","2021-08-12",-10,"M1",3.2648
"408","2021-08-12",0,"A3t",3.9944
"409","2021-08-12",0,"A4t",4.8628
"410","2021-08-12",0,"L2",5.0615
"411","2021-08-12",0,"L3",5.1406
"412","2021-08-12",0,"M1",4.3753
"413","2021-08-12",0,"M3",4.0539
"414","2021-08-12",0,"M3t",4.6088
"415","2021-08-12",0,"W1",4.6399
"416","2021-08-12",0,"W2",4.9537
"417","2021-08-13",-40,"W2",1.547
"418","2021-08-13",-26,"M1",2.013
"419","2021-08-13",-26,"W1",2.4485
"420","2021-08-13",-25,"W1",1.571
"421","2021-08-13",-25,"W2",2.565
"422","2021-08-13",-24,"W1",2.078
"423","2021-08-13",-23,"M1",1.9783
"424","2021-08-13",-23,"M3",1.555
"425","2021-08-13",-23,"W1",2.845
"426","2021-08-13",-21,"W2",2.565
"427","2021-08-13",-20,"L2",3.0312
"428","2021-08-13",-20,"M1",1.573
"429","2021-08-13",-20,"M3",2.515
"430","2021-08-13",-20,"M3t",1.6455
"431","2021-08-13",-20,"W1",2.322
"432","2021-08-13",-19,"M1",2.6206
"433","2021-08-13",-19,"W1",3.058
"434","2021-08-13",-19,"W2",2.034
"435","2021-08-13",-17,"M3t",3.5782
"436","2021-08-13",-14,"M3t",2.0752
"437","2021-08-13",-12,"M3",1.6388
"438","2021-08-13",-11,"W1",3.2013
"439","2021-08-13",-10,"M1",3.7247
"440","2021-08-13",0,"A3t",3.9526
"441","2021-08-13",0,"A4t",4.9464
"442","2021-08-13",0,"L2",6.3138
"443","2021-08-13",0,"L3",5.3775
"444","2021-08-13",0,"M1",5.9763
"445","2021-08-13",0,"M3",5.6449
"446","2021-08-13",0,"M3t",6.282
"447","2021-08-13",0,"W1",6.0889
"448","2021-08-13",0,"W2",6.5438
"449","2021-08-14",-40,"W2",1.9653
"450","2021-08-14",-26,"M1",2.515
"451","2021-08-14",-26,"W1",2.532
"452","2021-08-14",-25,"W1",2.074
"453","2021-08-14",-25,"W2",2.8997
"454","2021-08-14",-24,"W1",2.4127
"455","2021-08-14",-23,"M1",2.1458
"456","2021-08-14",-23,"M3",2.058
"457","2021-08-14",-23,"W1",3.2633
"458","2021-08-14",-21,"W2",2.9833
"459","2021-08-14",-20,"L2",3.5747
"460","2021-08-14",-20,"M1",2.075
"461","2021-08-14",-20,"M3",3.017
"462","2021-08-14",-20,"M3t",2.0635
"463","2021-08-14",-20,"W1",2.573
"464","2021-08-14",-19,"M1",3.0809
"465","2021-08-14",-19,"W1",3.4755
"466","2021-08-14",-19,"W2",2.034
"467","2021-08-14",-17,"M3t",4.3318
"468","2021-08-14",-14,"M3t",2.4942
"469","2021-08-14",-12,"M3",2.1417
"470","2021-08-14",-11,"W1",3.8707
"471","2021-08-14",-10,"M1",4.3938
"472","2021-08-14",0,"A3t",4.1305
"473","2021-08-14",0,"A4t",5.4491
"474","2021-08-14",0,"L2",7.2322
"475","2021-08-14",0,"L3",5.9212
"476","2021-08-14",0,"M1",6.9565
"477","2021-08-14",0,"M3",6.7342
"478","2021-08-14",0,"M3t",7.1611
"479","2021-08-14",0,"W1",6.9948
"480","2021-08-14",0,"W2",7.4643
"481","2021-08-15",-40,"W2",2.049
"482","2021-08-15",-26,"M1",3.018
"483","2021-08-15",-26,"W1",2.8667
"484","2021-08-15",-25,"W1",2.4932
"485","2021-08-15",-25,"W2",3.067
"486","2021-08-15",-24,"W1",2.6637
"487","2021-08-15",-23,"M1",2.565
"488","2021-08-15",-23,"M3",2.058
"489","2021-08-15",-23,"W1",3.598
"490","2021-08-15",-21,"W2",3.067
"491","2021-08-15",-20,"L2",4.0762
"492","2021-08-15",-20,"M1",2.4103
"493","2021-08-15",-20,"M3",3.4362
"494","2021-08-15",-20,"M3t",2.3976
"495","2021-08-15",-20,"W1",3.076
"496","2021-08-15",-19,"M1",3.3738
"497","2021-08-15",-19,"W1",3.726
"498","2021-08-15",-19,"W2",2.537
"499","2021-08-15",-17,"M3t",4.9177
"500","2021-08-15",-14,"M3t",2.9127
"501","2021-08-15",-12,"M3",2.56
"502","2021-08-15",-11,"W1",4.289
"503","2021-08-15",-10,"M1",4.979
"504","2021-08-15",0,"A3t",4.5906
"505","2021-08-15",0,"A4t",5.9511
"506","2021-08-15",0,"L2",8.0668
"507","2021-08-15",0,"L3",6.4644
"508","2021-08-15",0,"M1",7.1841
"509","2021-08-15",0,"M3",6.9022
"510","2021-08-15",0,"M3t",7.4541
"511","2021-08-15",0,"W1",7.6082
"512","2021-08-15",0,"W2",7.883
"513","2021-08-16",-40,"W2",2.3
"514","2021-08-16",-26,"M1",2.9342
"515","2021-08-16",-26,"W1",3.034
"516","2021-08-16",-25,"W1",2.577
"517","2021-08-16",-25,"W2",3.4017
"518","2021-08-16",-24,"W1",2.831
"519","2021-08-16",-23,"M1",2.565
"520","2021-08-16",-23,"M3",2.058
"521","2021-08-16",-23,"W1",3.6817
"522","2021-08-16",-21,"W2",3.318
"523","2021-08-16",-20,"L2",4.0342
"524","2021-08-16",-20,"M1",2.3265
"525","2021-08-16",-20,"M3",3.2685
"526","2021-08-16",-20,"M3t",2.2723
"527","2021-08-16",-20,"W1",3.076
"528","2021-08-16",-19,"M1",3.4156
"529","2021-08-16",-19,"W1",3.726
"530","2021-08-16",-19,"W2",2.537
"531","2021-08-16",-17,"M3t",4.583
"532","2021-08-16",-14,"M3t",2.829
"533","2021-08-16",-12,"M3",2.309
"534","2021-08-16",-11,"W1",3.9543
"535","2021-08-16",-10,"M1",4.4355
"536","2021-08-16",0,"A3t",4.9357
"537","2021-08-16",0,"A4t",6.0906
"538","2021-08-16",0,"L2",6.314
"539","2021-08-16",0,"L3",6.4088
"540","2021-08-16",0,"M1",6.0364
"541","2021-08-16",0,"M3",5.6456
"542","2021-08-16",0,"M3t",6.3656
"543","2021-08-16",0,"W1",6.3817
"544","2021-08-16",0,"W2",6.042
"545","2021-08-17",-40,"W2",2.1327
"546","2021-08-17",-26,"M1",2.7665
"547","2021-08-17",-26,"W1",2.9503
"548","2021-08-17",-25,"W1",2.4093
"549","2021-08-17",-25,"W2",3.067
"550","2021-08-17",-24,"W1",2.58
"551","2021-08-17",-23,"M1",2.3135
"552","2021-08-17",-23,"M3",1.8903
"553","2021-08-17",-23,"W1",3.347
"554","2021-08-17",-21,"W2",3.067
"555","2021-08-17",-20,"L2",3.7835
"556","2021-08-17",-20,"M1",2.1588
"557","2021-08-17",-20,"M3",2.9333
"558","2021-08-17",-20,"M3t",2.0634
"559","2021-08-17",-20,"W1",2.9922
"560","2021-08-17",-19,"M1",3.0389
"561","2021-08-17",-19,"W1",3.3085
"562","2021-08-17",-19,"W2",2.537
"563","2021-08-17",-17,"M3t",3.913
"564","2021-08-17",-14,"M3t",2.4102
"565","2021-08-17",-12,"M3",1.8902
"566","2021-08-17",-11,"W1",3.285
"567","2021-08-17",-10,"M1",3.7247
"568","2021-08-17",0,"A3t",4.852
"569","2021-08-17",0,"A4t",5.7559
"570","2021-08-17",0,"L2",4.06
"571","2021-08-17",0,"L3",6.0187
"572","2021-08-17",0,"M1",3.5869
"573","2021-08-17",0,"M3",3.3559
"574","2021-08-17",0,"M3t",3.6465
"575","2021-08-17",0,"W1",4.0271
"576","2021-08-17",0,"W2",4.2007
"577","2021-08-18",-40,"W2",1.9653
"578","2021-08-18",-26,"M1",2.1803
"579","2021-08-18",-26,"W1",2.532
"580","2021-08-18",-25,"W1",1.8225
"581","2021-08-18",-25,"W2",2.816
"582","2021-08-18",-24,"W1",1.9103
"583","2021-08-18",-23,"M1",1.811
"584","2021-08-18",-23,"M3",1.555
"585","2021-08-18",-23,"W1",2.594
"586","2021-08-18",-21,"W2",2.481
"587","2021-08-18",-20,"L2",2.9894
"588","2021-08-18",-20,"M1",1.6567
"589","2021-08-18",-20,"M3",2.2635
"590","2021-08-18",-20,"M3t",1.5618
"591","2021-08-18",-20,"W1",2.4057
"592","2021-08-18",-19,"M1",2.4534
"593","2021-08-18",-19,"W1",2.724
"594","2021-08-18",-19,"W2",2.2017
"595","2021-08-18",-17,"M3t",2.992
"596","2021-08-18",-14,"M3t",1.824
"597","2021-08-18",-12,"M3",1.3877
"598","2021-08-18",-11,"W1",2.5317
"599","2021-08-18",-10,"M1",2.8885
"600","2021-08-18",0,"A3t",4.1303
"601","2021-08-18",0,"A4t",4.6116
"602","2021-08-18",0,"L2",3.6425
"603","2021-08-18",0,"L3",4.7643
"604","2021-08-18",0,"M1",3.2998
"605","2021-08-18",0,"M3",2.9647
"606","2021-08-18",0,"M3t",3.4163
"607","2021-08-18",0,"W1",3.525
"608","2021-08-18",0,"W2",3.698
"609","2021-08-19",-40,"W2",1.547
"610","2021-08-19",-26,"M1",2.013
"611","2021-08-19",-26,"W1",2.2815
"612","2021-08-19",-25,"W1",1.571
"613","2021-08-19",-25,"W2",2.565
"614","2021-08-19",-24,"W1",1.7427
"615","2021-08-19",-23,"M1",1.6437
"616","2021-08-19",-23,"M3",1.555
"617","2021-08-19",-23,"W1",2.594
"618","2021-08-19",-21,"W2",2.062
"619","2021-08-19",-20,"L2",2.8223
"620","2021-08-19",-20,"M1",1.6567
"621","2021-08-19",-20,"M3",2.2635
"622","2021-08-19",-20,"M3t",1.5202
"623","2021-08-19",-20,"W1",2.071
"624","2021-08-19",-19,"M1",2.4116
"625","2021-08-19",-19,"W1",2.557
"626","2021-08-19",-19,"W2",2.034
"627","2021-08-19",-17,"M3t",3.327
"628","2021-08-19",-14,"M3t",1.9915
"629","2021-08-19",-12,"M3",1.6388
"630","2021-08-19",-11,"W1",3.1177
"631","2021-08-19",-10,"M1",3.5992
"632","2021-08-19",0,"A3t",3.712
"633","2021-08-19",0,"A4t",4.3045
"634","2021-08-19",0,"L2",7.2317
"635","2021-08-19",0,"L3",4.7085
"636","2021-08-19",0,"M1",6.7282
"637","2021-08-19",0,"M3",6.2308
"638","2021-08-19",0,"M3t",6.5328
"639","2021-08-19",0,"W1",6.5619
"640","2021-08-19",0,"W2",6.3763
"641","2021-08-20",-40,"W2",1.8817
"642","2021-08-20",-26,"M1",2.515
"643","2021-08-20",-26,"W1",2.532
"644","2021-08-20",-25,"W1",2.074
"645","2021-08-20",-25,"W2",2.6487
"646","2021-08-20",-24,"W1",2.078
