"","Date","Depth","Veg_type","avg_daily_temp2"
"66","2022-09-16",-15,"A2",1
"67","2022-09-16",-15,"A3t",0.875
"68","2022-09-16",-15,"A4t",1.25
"69","2022-09-16",-15,"D1",1.1667
"70","2022-09-16",-15,"D2",1.0833
"71","2022-09-16",-15,"Dsn",0.8333
"72","2022-09-16",-15,"Dz",0.5
"73","2022-09-16",-15,"M1",1.0417
"74","2022-09-16",-15,"M3",1.2083
"75","2022-09-16",-15,"M3t",1
"76","2022-09-16",-15,"Mz",1.1667
"77","2022-09-16",-15,"W1",1.0417
"78","2022-09-16",-15,"W2",1.5556
"79","2022-09-16",0,"A1",2.0833
"80","2022-09-16",0,"A1t",1.7083
"81","2022-09-16",0,"A2",2.1667
"82","2022-09-16",0,"A3t",1.6042
"83","2022-09-16",0,"A4t",1.9167
"84","2022-09-16",0,"D1",1.6667
"85","2022-09-16",0,"D2",1.3333
"86","2022-09-16",0,"Dsn",1.5
"87","2022-09-16",0,"Dz",1.25
"88","2022-09-16",0,"M1",1.3333
"89","2022-09-16",0,"M3",1.7083
"90","2022-09-16",0,"M3t",1.375
"91","2022-09-16",0,"Mz",2.0833
"92","2022-09-16",0,"W1",1.75
"93","2022-09-16",0,"W2",1.9722
"94","2022-09-16",100,"Dz",1.3333
"95","2022-09-17",-40,"A1",0.25
"96","2022-09-17",-40,"A1t",-0.5
"97","2022-09-17",-40,"A2",0.5
"98","2022-09-17",-40,"A3t",-0.125
"99","2022-09-17",-40,"A4t",0.25
"100","2022-09-17",-40,"D1",0.5833
"101","2022-09-17",-40,"D2",0.5
"102","2022-09-17",-40,"Dsn",0.5
"103","2022-09-17",-40,"Dz",0
"104","2022-09-17",-40,"L3",0.25
"105","2022-09-17",-40,"M1",-0.0417
"106","2022-09-17",-40,"M3",0
"107","2022-09-17",-40,"M3t",0
"108","2022-09-17",-40,"Mz",0
"109","2022-09-17",-40,"W1",0
"110","2022-09-17",-40,"W2",0.5
"111","2022-09-17",-15,"A1",1.25
"112","2022-09-17",-15,"A1t",1.0833
"113","2022-09-17",-15,"A2",1
"114","2022-09-17",-15,"A3t",0.75
"115","2022-09-17",-15,"A4t",1.25
"116","2022-09-17",-15,"D1",1.2083
"117","2022-09-17",-15,"D2",1.125
"118","2022-09-17",-15,"Dsn",0.6667
"119","2022-09-17",-15,"Dz",0.5833
"120","2022-09-17",-15,"M1",1.0417
"121","2022-09-17",-15,"M3",1.125
"122","2022-09-17",-15,"M3t",1
"123","2022-09-17",-15,"Mz",1.4167
"124","2022-09-17",-15,"W1",0.9792
"125","2022-09-17",-15,"W2",1.5556
"126","2022-09-17",0,"A1",2.1667
"127","2022-09-17",0,"A1t",1.8333
"128","2022-09-17",0,"A2",1.9167
"129","2022-09-17",0,"A3t",1.6667
"130","2022-09-17",0,"A4t",2
"131","2022-09-17",0,"D1",3.0833
"132","2022-09-17",0,"D2",2.2083
"133","2022-09-17",0,"Dsn",2.25
"134","2022-09-17",0,"Dz",2.25
"135","2022-09-17",0,"M1",1.75
"136","2022-09-17",0,"M3",2.2083
"137","2022-09-17",0,"M3t",1.5833
"138","2022-09-17",0,"Mz",4.6667
"139","2022-09-17",0,"W1",2.0167
"140","2022-09-17",0,"W2",2.0833
"141","2022-09-17",100,"Dz",3.9167
"142","2022-09-18",-40,"A1",0.25
"143","2022-09-18",-40,"A1t",-0.3333
"144","2022-09-18",-40,"A2",0.5
"145","2022-09-18",-40,"A3t",-0.125
"146","2022-09-18",-40,"A4t",0.25
"147","2022-09-18",-40,"D1",0.75
"148","2022-09-18",-40,"D2",0.7083
"149","2022-09-18",-40,"Dsn",0.6667
"150","2022-09-18",-40,"Dz",0
"151","2022-09-18",-40,"L3",0.25
"152","2022-09-18",-40,"M1",0.1667
"153","2022-09-18",-40,"M3",0
"154","2022-09-18",-40,"M3t",0
"155","2022-09-18",-40,"Mz",0
"156","2022-09-18",-40,"W1",0
"157","2022-09-18",-40,"W2",0.5
"158","2022-09-18",-15,"A1",1.9167
"159","2022-09-18",-15,"A1t",1.3333
"160","2022-09-18",-15,"A2",1.3333
"161","2022-09-18",-15,"A3t",0.875
"162","2022-09-18",-15,"A4t",1.4583
"163","2022-09-18",-15,"D1",2
"164","2022-09-18",-15,"D2",1.7917
"165","2022-09-18",-15,"Dsn",1.4167
"166","2022-09-18",-15,"Dz",1.0833
"167","2022-09-18",-15,"M1",1.5
"168","2022-09-18",-15,"M3",1.5417
"169","2022-09-18",-15,"M3t",1.3333
"170","2022-09-18",-15,"Mz",2.9167
"171","2022-09-18",-15,"W1",1.375
"172","2022-09-18",-15,"W2",1.9444
"173","2022-09-18",0,"A1",3.5417
"174","2022-09-18",0,"A1t",2.4583
"175","2022-09-18",0,"A2",3.1667
"176","2022-09-18",0,"A3t",2.0625
"177","2022-09-18",0,"A4t",3.25
"178","2022-09-18",0,"D1",5.125
"179","2022-09-18",0,"D2",3.3333
"180","2022-09-18",0,"Dsn",4.4167
"181","2022-09-18",0,"Dz",3.75
"182","2022-09-18",0,"M1",3
"183","2022-09-18",0,"M3",3.4167
"184","2022-09-18",0,"M3t",2.2917
"185","2022-09-18",0,"Mz",6.3333
"186","2022-09-18",0,"W1",3.0167
"187","2022-09-18",0,"W2",3.4722
"188","2022-09-18",100,"Dz",6.5
"189","2022-09-19",-40,"A1",0.4167
"190","2022-09-19",-40,"A1t",0
"191","2022-09-19",-40,"A2",0.5
"192","2022-09-19",-40,"A3t",-0.1667
"193","2022-09-19",-40,"A4t",0.25
"194","2022-09-19",-40,"D1",1.2083
"195","2022-09-19",-40,"D2",1.125
"196","2022-09-19",-40,"Dsn",1
"197","2022-09-19",-40,"Dz",0.5
"198","2022-09-19",-40,"L3",0.25
"199","2022-09-19",-40,"M1",0.25
"200","2022-09-19",-40,"M3",0.0417
"201","2022-09-19",-40,"M3t",0
"202","2022-09-19",-40,"Mz",0.5
"203","2022-09-19",-40,"W1",0.15
"204","2022-09-19",-40,"W2",0.5
"205","2022-09-19",-15,"A1",2.4167
"206","2022-09-19",-15,"A1t",1.5
"207","2022-09-19",-15,"A2",1.8333
"208","2022-09-19",-15,"A3t",1.0625
"209","2022-09-19",-15,"A4t",1.9583
"210","2022-09-19",-15,"D1",2.5833
"211","2022-09-19",-15,"D2",2.25
"212","2022-09-19",-15,"Dsn",1.8333
"213","2022-09-19",-15,"Dz",1.5833
"214","2022-09-19",-15,"M1",1.8333
"215","2022-09-19",-15,"M3",2
"216","2022-09-19",-15,"M3t",1.625
"217","2022-09-19",-15,"Mz",3.0833
"218","2022-09-19",-15,"W1",1.7292
"219","2022-09-19",-15,"W2",2.4722
"220","2022-09-19",0,"A1",4.4167
"221","2022-09-19",0,"A1t",3.1667
"222","2022-09-19",0,"A2",4.0833
"223","2022-09-19",0,"A3t",2.4167
"224","2022-09-19",0,"A4t",4
"225","2022-09-19",0,"D1",4.5833
"226","2022-09-19",0,"D2",3.75
"227","2022-09-19",0,"Dsn",3.6667
"228","2022-09-19",0,"Dz",3.9167
"229","2022-09-19",0,"M1",3.25
"230","2022-09-19",0,"M3",3.9167
"231","2022-09-19",0,"M3t",2.875
"232","2022-09-19",0,"Mz",5.1667
"233","2022-09-19",0,"W1",3.5333
"234","2022-09-19",0,"W2",4.25
"235","2022-09-19",100,"Dz",6.0833
"236","2022-09-20",-40,"A1",0.75
"237","2022-09-20",-40,"A1t",0
"238","2022-09-20",-40,"A2",0.5417
"239","2022-09-20",-40,"A3t",-0.125
"240","2022-09-20",-40,"A4t",0.25
"241","2022-09-20",-40,"D1",1.2917
"242","2022-09-20",-40,"D2",1.25
"243","2022-09-20",-40,"Dsn",1
"244","2022-09-20",-40,"Dz",0.5
"245","2022-09-20",-40,"L3",0.25
"246","2022-09-20",-40,"M1",0.25
"247","2022-09-20",-40,"M3",0.25
"248","2022-09-20",-40,"M3t",0
"249","2022-09-20",-40,"Mz",0.5
"250","2022-09-20",-40,"W1",0.3667
"251","2022-09-20",-40,"W2",0.5
"252","2022-09-20",-15,"A1",3
"253","2022-09-20",-15,"A1t",1.9167
"254","2022-09-20",-15,"A2",2.0833
"255","2022-09-20",-15,"A3t",1.25
"256","2022-09-20",-15,"A4t",2.3333
"257","2022-09-20",-15,"D1",2.5
"258","2022-09-20",-15,"D2",2.25
"259","2022-09-20",-15,"Dsn",1.9167
"260","2022-09-20",-15,"Dz",1.8333
"261","2022-09-20",-15,"M1",2.0417
"262","2022-09-20",-15,"M3",2.1667
"263","2022-09-20",-15,"M3t",1.7917
"264","2022-09-20",-15,"Mz",2.75
"265","2022-09-20",-15,"W1",1.9583
"266","2022-09-20",-15,"W2",2.8611
"267","2022-09-20",0,"A1",4.2917
"268","2022-09-20",0,"A1t",3.25
"269","2022-09-20",0,"A2",4.3333
"270","2022-09-20",0,"A3t",2.625
"271","2022-09-20",0,"A4t",4.1667
"272","2022-09-20",0,"D1",3.0833
"273","2022-09-20",0,"D2",2.8333
"274","2022-09-20",0,"Dsn",2.75
"275","2022-09-20",0,"Dz",3.3333
"276","2022-09-20",0,"M1",2.3333
"277","2022-09-20",0,"M3",3.25
"278","2022-09-20",0,"M3t",2.5
"279","2022-09-20",0,"Mz",2.6667
"280","2022-09-20",0,"W1",3.1667
"281","2022-09-20",0,"W2",3.9444
"282","2022-09-20",100,"Dz",4.0833
"283","2022-09-21",-40,"A1",0.75
"284","2022-09-21",-40,"A1t",0
"285","2022-09-21",-40,"A2",0.75
"286","2022-09-21",-40,"A3t",-0.125
"287","2022-09-21",-40,"A4t",0.25
"288","2022-09-21",-40,"D1",1.25
"289","2022-09-21",-40,"D2",1.125
"290","2022-09-21",-40,"Dsn",1
"291","2022-09-21",-40,"Dz",0.5
"292","2022-09-21",-40,"L3",0.25
"293","2022-09-21",-40,"M1",0.25
"294","2022-09-21",-40,"M3",0.25
"295","2022-09-21",-40,"M3t",0
"296","2022-09-21",-40,"Mz",0.5
"297","2022-09-21",-40,"W1",0.4
"298","2022-09-21",-40,"W2",0.5278
"299","2022-09-21",-15,"A1",2.8333
"300","2022-09-21",-15,"A1t",2
"301","2022-09-21",-15,"A2",2.5
"302","2022-09-21",-15,"A3t",1.375
"303","2022-09-21",-15,"A4t",2.5
"304","2022-09-21",-15,"D1",2.125
"305","2022-09-21",-15,"D2",1.875
"306","2022-09-21",-15,"Dsn",1.5833
"307","2022-09-21",-15,"Dz",1.5833
"308","2022-09-21",-15,"M1",1.7083
"309","2022-09-21",-15,"M3",1.9167
"310","2022-09-21",-15,"M3t",1.625
"311","2022-09-21",-15,"Mz",2.25
"312","2022-09-21",-15,"W1",1.7917
"313","2022-09-21",-15,"W2",2.7222
"314","2022-09-21",0,"A1",3.9167
"315","2022-09-21",0,"A1t",3.125
"316","2022-09-21",0,"A2",4.25
"317","2022-09-21",0,"A3t",2.875
"318","2022-09-21",0,"A4t",4.0833
"319","2022-09-21",0,"D1",2.7083
"320","2022-09-21",0,"D2",2.375
"321","2022-09-21",0,"Dsn",2.4167
"322","2022-09-21",0,"Dz",2.75
"323","2022-09-21",0,"M1",1.9167
"324","2022-09-21",0,"M3",2.75
"325","2022-09-21",0,"M3t",1.9583
"326","2022-09-21",0,"Mz",2.6667
"327","2022-09-21",0,"W1",2.5667
"328","2022-09-21",0,"W2",3.4444
"329","2022-09-21",100,"Dz",3.0833
"330","2022-09-22",-40,"A1",0.75
"331","2022-09-22",-40,"A1t",0
"332","2022-09-22",-40,"A2",0.75
"333","2022-09-22",-40,"A3t",-0.125
"334","2022-09-22",-40,"A4t",0.25
"335","2022-09-22",-40,"D1",1.25
"336","2022-09-22",-40,"D2",1.0417
"337","2022-09-22",-40,"Dsn",1
"338","2022-09-22",-40,"Dz",0.5
"339","2022-09-22",-40,"L3",0.25
"340","2022-09-22",-40,"M1",0.25
"341","2022-09-22",-40,"M3",0.25
"342","2022-09-22",-40,"M3t",0
"343","2022-09-22",-40,"Mz",0.25
"344","2022-09-22",-40,"W1",0.3833
"345","2022-09-22",-40,"W2",0.5278
"346","2022-09-22",-15,"A1",2.6667
"347","2022-09-22",-15,"A1t",2
"348","2022-09-22",-15,"A2",2.5
"349","2022-09-22",-15,"A3t",1.375
"350","2022-09-22",-15,"A4t",2.4167
"351","2022-09-22",-15,"D1",1.875
"352","2022-09-22",-15,"D2",1.5833
"353","2022-09-22",-15,"Dsn",1.5
"354","2022-09-22",-15,"Dz",1.3333
"355","2022-09-22",-15,"M1",1.5833
"356","2022-09-22",-15,"M3",1.7083
"357","2022-09-22",-15,"M3t",1.5417
"358","2022-09-22",-15,"Mz",1.9167
"359","2022-09-22",-15,"W1",1.6042
"360","2022-09-22",-15,"W2",2.5
"361","2022-09-22",0,"A1",3.5
"362","2022-09-22",0,"A1t",2.9583
"363","2022-09-22",0,"A2",3.75
"364","2022-09-22",0,"A3t",2.7917
"365","2022-09-22",0,"A4t",3.6667
"366","2022-09-22",0,"D1",2
"367","2022-09-22",0,"D2",1.75
"368","2022-09-22",0,"Dsn",1.75
"369","2022-09-22",0,"Dz",1.8333
"370","2022-09-22",0,"M1",1.5833
"371","2022-09-22",0,"M3",2.2083
"372","2022-09-22",0,"M3t",1.7917
"373","2022-09-22",0,"Mz",2
"374","2022-09-22",0,"W1",2.2833
"375","2022-09-22",0,"W2",3
"376","2022-09-22",100,"Dz",1.5833
"377","2022-09-23",-40,"A1",0.75
"378","2022-09-23",-40,"A1t",0
"379","2022-09-23",-40,"A2",0.75
"380","2022-09-23",-40,"A3t",-0.125
"381","2022-09-23",-40,"A4t",0.25
"382","2022-09-23",-40,"D1",0.9167
"383","2022-09-23",-40,"D2",0.7917
"384","2022-09-23",-40,"Dsn",1
"385","2022-09-23",-40,"Dz",0.5
"386","2022-09-23",-40,"L3",0.25
"387","2022-09-23",-40,"M1",0.25
"388","2022-09-23",-40,"M3",0.25
"389","2022-09-23",-40,"M3t",0
"390","2022-09-23",-40,"Mz",0
"391","2022-09-23",-40,"W1",0.1667
"392","2022-09-23",-40,"W2",0.5
"393","2022-09-23",-15,"A1",2.25
"394","2022-09-23",-15,"A1t",1.8333
"395","2022-09-23",-15,"A2",2
"396","2022-09-23",-15,"A3t",1.375
"397","2022-09-23",-15,"A4t",2.1667
"398","2022-09-23",-15,"D1",1.4167
"399","2022-09-23",-15,"D2",1.25
"400","2022-09-23",-15,"Dsn",1.0833
"401","2022-09-23",-15,"Dz",1
"402","2022-09-23",-15,"M1",1.4583
"403","2022-09-23",-15,"M3",1.5
"404","2022-09-23",-15,"M3t",1.3333
"405","2022-09-23",-15,"Mz",1.5
"406","2022-09-23",-15,"W1",1.4375
"407","2022-09-23",-15,"W2",2.3056
"408","2022-09-23",0,"A1",2.9167
"409","2022-09-23",0,"A1t",2.5417
"410","2022-09-23",0,"A2",2.6667
"411","2022-09-23",0,"A3t",2.5625
"412","2022-09-23",0,"A4t",3.0833
"413","2022-09-23",0,"D1",1.5417
"414","2022-09-23",0,"D2",1.3333
"415","2022-09-23",0,"Dsn",1.5
"416","2022-09-23",0,"Dz",1.5
"417","2022-09-23",0,"M1",1.3333
"418","2022-09-23",0,"M3",1.875
"419","2022-09-23",0,"M3t",1.4583
"420","2022-09-23",0,"Mz",1.3333
"421","2022-09-23",0,"W1",1.7333
"422","2022-09-23",0,"W2",2.3333
"423","2022-09-23",100,"Dz",0.9167
"424","2022-09-24",-40,"A1",0.75
"425","2022-09-24",-40,"A1t",0
"426","2022-09-24",-40,"A2",0.6667
"427","2022-09-24",-40,"A3t",-0.125
"428","2022-09-24",-40,"A4t",0.25
"429","2022-09-24",-40,"D1",0.75
"430","2022-09-24",-40,"D2",0.5417
"431","2022-09-24",-40,"Dsn",0.75
"432","2022-09-24",-40,"Dz",0.3333
"433","2022-09-24",-40,"L3",0.25
"434","2022-09-24",-40,"M1",0.25
"435","2022-09-24",-40,"M3",0.2083
"436","2022-09-24",-40,"M3t",0
"437","2022-09-24",-40,"Mz",0
"438","2022-09-24",-40,"W1",0.1167
"439","2022-09-24",-40,"W2",0.5
"440","2022-09-24",-15,"A1",2
"441","2022-09-24",-15,"A1t",1.7083
"442","2022-09-24",-15,"A2",1.75
"443","2022-09-24",-15,"A3t",1.3542
"444","2022-09-24",-15,"A4t",1.9583
"445","2022-09-24",-15,"D1",1.1667
"446","2022-09-24",-15,"D2",1
"447","2022-09-24",-15,"Dsn",1
"448","2022-09-24",-15,"Dz",0.75
"449","2022-09-24",-15,"M1",1.1667
"450","2022-09-24",-15,"M3",1.375
"451","2022-09-24",-15,"M3t",1.125
"452","2022-09-24",-15,"Mz",1.25
"453","2022-09-24",-15,"W1",1.1667
"454","2022-09-24",-15,"W2",2.0278
"455","2022-09-24",0,"A1",2.5
"456","2022-09-24",0,"A1t",2.3333
"457","2022-09-24",0,"A2",2.5
"458","2022-09-24",0,"A3t",2.2708
"459","2022-09-24",0,"A4t",2.75
"460","2022-09-24",0,"D1",0.5417
"461","2022-09-24",0,"D2",0.625
"462","2022-09-24",0,"Dsn",0.75
"463","2022-09-24",0,"Dz",1.0833
"464","2022-09-24",0,"M1",0.6667
"465","2022-09-24",0,"M3",1.375
"466","2022-09-24",0,"M3t",1
"467","2022-09-24",0,"Mz",0.4167
"468","2022-09-24",0,"W1",1.35
"469","2022-09-24",0,"W2",2
"470","2022-09-24",100,"Dz",0.75
"471","2022-09-25",-40,"A1",0.625
"472","2022-09-25",-40,"A1t",0
"473","2022-09-25",-40,"A2",0.5
"474","2022-09-25",-40,"A3t",-0.125
"475","2022-09-25",-40,"A4t",0.25
"476","2022-09-25",-40,"D1",0.5
"477","2022-09-25",-40,"D2",0.5
"478","2022-09-25",-40,"Dsn",0.5
"479","2022-09-25",-40,"Dz",0
"480","2022-09-25",-40,"L3",0.25
"481","2022-09-25",-40,"M1",-0.0833
"482","2022-09-25",-40,"M3",0
"483","2022-09-25",-40,"M3t",0
"484","2022-09-25",-40,"Mz",0
"485","2022-09-25",-40,"W1",0.0333
"486","2022-09-25",-40,"W2",0.5
"487","2022-09-25",-15,"A1",1.5833
"488","2022-09-25",-15,"A1t",1.3333
"489","2022-09-25",-15,"A2",1.3333
"490","2022-09-25",-15,"A3t",1.25
"491","2022-09-25",-15,"A4t",1.5833
"492","2022-09-25",-15,"D1",0.75
"493","2022-09-25",-15,"D2",0.6667
"494","2022-09-25",-15,"Dsn",0.5833
"495","2022-09-25",-15,"Dz",0.5
"496","2022-09-25",-15,"M1",1
"497","2022-09-25",-15,"M3",0.9583
"498","2022-09-25",-15,"M3t",1
"499","2022-09-25",-15,"Mz",0.6667
"500","2022-09-25",-15,"W1",0.8333
"501","2022-09-25",-15,"W2",1.6111
"502","2022-09-25",0,"A1",1.5
"503","2022-09-25",0,"A1t",1.875
"504","2022-09-25",0,"A2",1.4167
"505","2022-09-25",0,"A3t",2
"506","2022-09-25",0,"A4t",1.6667
"507","2022-09-25",0,"D1",0.2917
"508","2022-09-25",0,"D2",0.25
"509","2022-09-25",0,"Dsn",0.3333
"510","2022-09-25",0,"Dz",0.5
"511","2022-09-25",0,"M1",0.25
"512","2022-09-25",0,"M3",0.875
"513","2022-09-25",0,"M3t",0.5417
"514","2022-09-25",0,"Mz",0.25
"515","2022-09-25",0,"W1",0.7667
"516","2022-09-25",0,"W2",1.1111
"517","2022-09-25",100,"Dz",0.25
"518","2022-09-26",-40,"A1",0.5
"519","2022-09-26",-40,"A1t",-0.25
"520","2022-09-26",-40,"A2",0.5
"521","2022-09-26",-40,"A3t",-0.125
"522","2022-09-26",-40,"A4t",0.25
"523","2022-09-26",-40,"D1",0.25
"524","2022-09-26",-40,"D2",0.0417
"525","2022-09-26",-40,"Dsn",0.5
"526","2022-09-26",-40,"Dz",0
"527","2022-09-26",-40,"L3",0.25
"528","2022-09-26",-40,"M1",-0.25
"529","2022-09-26",-40,"M3",-0.0417
"530","2022-09-26",-40,"M3t",0
"531","2022-09-26",-40,"Mz",0
"532","2022-09-26",-40,"W1",0
"533","2022-09-26",-40,"W2",0.5
"534","2022-09-26",-15,"A1",1
"535","2022-09-26",-15,"A1t",1.1667
"536","2022-09-26",-15,"A2",0.75
"537","2022-09-26",-15,"A3t",1.0208
"538","2022-09-26",-15,"A4t",1.1667
"539","2022-09-26",-15,"D1",0.3333
"540","2022-09-26",-15,"D2",0.2917
"541","2022-09-26",-15,"Dsn",0.25
"542","2022-09-26",-15,"Dz",0.0833
"543","2022-09-26",-15,"M1",0.5833
"544","2022-09-26",-15,"M3",0.75
"545","2022-09-26",-15,"M3t",0.5833
"546","2022-09-26",-15,"Mz",0.25
"547","2022-09-26",-15,"W1",0.5625
"548","2022-09-26",-15,"W2",1.25
"549","2022-09-26",0,"A1",0.7917
"550","2022-09-26",0,"A1t",1.375
"551","2022-09-26",0,"A2",0.3333
"552","2022-09-26",0,"A3t",1.4583
"553","2022-09-26",0,"A4t",1.1667
"554","2022-09-26",0,"D1",-0.8333
"555","2022-09-26",0,"D2",-0.5
"556","2022-09-26",0,"Dsn",-0.5
"557","2022-09-26",0,"Dz",0
"558","2022-09-26",0,"M1",-0.5
"559","2022-09-26",0,"M3",0.1667
"560","2022-09-26",0,"M3t",-0.0417
"561","2022-09-26",0,"Mz",-1.0833
"562","2022-09-26",0,"W1",0.1833
"563","2022-09-26",0,"W2",0.4722
"564","2022-09-26",100,"Dz",-0.9167
"565","2022-09-27",-40,"A1",0.25
"566","2022-09-27",-40,"A1t",-0.5
"567","2022-09-27",-40,"A2",0.25
"568","2022-09-27",-40,"A3t",-0.2292
"569","2022-09-27",-40,"A4t",0.25
"570","2022-09-27",-40,"D1",0.0833
"571","2022-09-27",-40,"D2",0
"572","2022-09-27",-40,"Dsn",0.1667
"573","2022-09-27",-40,"Dz",0
"574","2022-09-27",-40,"L3",0.0833
"575","2022-09-27",-40,"M1",-0.25
"576","2022-09-27",-40,"M3",-0.25
"577","2022-09-27",-40,"M3t",0
"578","2022-09-27",-40,"Mz",-0.1667
"579","2022-09-27",-40,"W1",-0.0167
"580","2022-09-27",-40,"W2",0.4722
"581","2022-09-27",-15,"A1",0.75
"582","2022-09-27",-15,"A1t",0.7917
"583","2022-09-27",-15,"A2",0.5
"584","2022-09-27",-15,"A3t",0.6875
"585","2022-09-27",-15,"A4t",0.7917
"586","2022-09-27",-15,"D1",0.0833
"587","2022-09-27",-15,"D2",0
"588","2022-09-27",-15,"Dsn",0
"589","2022-09-27",-15,"Dz",0
"590","2022-09-27",-15,"M1",0.375
"591","2022-09-27",-15,"M3",0.2917
"592","2022-09-27",-15,"M3t",0.5
"593","2022-09-27",-15,"Mz",0
"594","2022-09-27",-15,"W1",0.1458
"595","2022-09-27",-15,"W2",0.8889
"596","2022-09-27",0,"A1",0.6667
"597","2022-09-27",0,"A1t",0.9583
"598","2022-09-27",0,"A2",0.6667
"599","2022-09-27",0,"A3t",1.0417
"600","2022-09-27",0,"A4t",1.4167
"601","2022-09-27",0,"D1",-0.625
"602","2022-09-27",0,"D2",-0.4583
"603","2022-09-27",0,"Dsn",-0.3333
"604","2022-09-27",0,"Dz",0
"605","2022-09-27",0,"M1",-0.5
"606","2022-09-27",0,"M3",0.125
"607","2022-09-27",0,"M3t",-0.25
"608","2022-09-27",0,"Mz",-0.4167
"609","2022-09-27",0,"W1",-0.05
"610","2022-09-27",0,"W2",0.1944
"611","2022-09-27",100,"Dz",-0.8333
"612","2022-09-28",-40,"A1",0.2083
"613","2022-09-28",-40,"A1t",-0.5
"614","2022-09-28",-40,"A2",0.25
"615","2022-09-28",-40,"A3t",-0.25
"616","2022-09-28",-40,"A4t",-0.0417
"617","2022-09-28",-40,"D1",-0.25
"618","2022-09-28",-40,"D2",-0.1667
"619","2022-09-28",-40,"Dsn",0
"620","2022-09-28",-40,"Dz",0
"621","2022-09-28",-40,"L3",0
"622","2022-09-28",-40,"M1",-0.25
"623","2022-09-28",-40,"M3",-0.25
"624","2022-09-28",-40,"M3t",0
"625","2022-09-28",-40,"Mz",-0.5
"626","2022-09-28",-40,"W1",-0.1667
"627","2022-09-28",-40,"W2",0.1944
"628","2022-09-28",-15,"A1",0.5
"629","2022-09-28",-15,"A1t",0.75
"630","2022-09-28",-15,"A2",0.5
"631","2022-09-28",-15,"A3t",0.625
"632","2022-09-28",-15,"A4t",0.7083
"633","2022-09-28",-15,"D1",0
"634","2022-09-28",-15,"D2",-0.2083
"635","2022-09-28",-15,"Dsn",0
"636","2022-09-28",-15,"Dz",0
"637","2022-09-28",-15,"M1",0
"638","2022-09-28",-15,"M3",0.25
"639","2022-09-28",-15,"M3t",0.2917
"640","2022-09-28",-15,"Mz",0
"641","2022-09-28",-15,"W1",0.125
"642","2022-09-28",-15,"W2",0.6111
"643","2022-09-28",0,"A1",0.625
"644","2022-09-28",0,"A1t",0.7917
"645","2022-09-28",0,"A2",0.8333
"646","2022-09-28",0,"A3t",1.0625
"647","2022-09-28",0,"A4t",1.5
"648","2022-09-28",0,"D1",-1.0417
"649","2022-09-28",0,"D2",-0.625
"650","2022-09-28",0,"Dsn",-0.5833
